Date Time, Water Level, Sigma, I, L 
2023-06-28 05:00,0.984,0.02,0,0
2023-06-28 06:00,1.254,0.022,0,0
2023-06-28 07:00,1.381,0.01,0,0
2023-06-28 08:00,1.459,0.014,0,0
2023-06-28 09:00,1.382,0.01,0,0
2023-06-28 10:00,1.198,0.022,0,0
2023-06-28 11:00,0.979,0.032,0,0
2023-06-28 12:00,0.735,0.028,0,0
2023-06-28 13:00,0.595,0.05,0,0
2023-06-28 14:00,0.485,0.03,0,0
2023-06-28 15:00,0.456,0.032,0,0
2023-06-28 16:00,0.56,0.035,0,0
2023-06-28 17:00,0.833,0.032,0,0
2023-06-28 18:00,1.195,0.028,0,0
2023-06-28 19:00,1.516,0.042,0,0
2023-06-28 20:00,1.695,0.047,0,0
2023-06-28 21:00,1.69,0.042,0,0
2023-06-28 22:00,1.554,0.052,0,0
2023-06-28 23:00,1.316,0.037,0,0
2023-06-29 00:00,1.025,0.034,0,0
2023-06-29 01:00,0.816,0.036,0,0
2023-06-29 02:00,0.626,0.026,0,0
2023-06-29 03:00,0.434,0.025,0,0
2023-06-29 04:00,0.406,0.014,0,0
2023-06-29 05:00,0.605,0.015,0,0
2023-06-29 06:00,0.877,0.012,0,0
2023-06-29 07:00,1.16,0.018,0,0
2023-06-29 08:00,1.321,0.022,0,0
2023-06-29 09:00,1.351,0.011,0,0
2023-06-29 10:00,1.315,0.016,0,0
2023-06-29 11:00,1.168,0.056,0,0
2023-06-29 12:00,0.938,0.034,0,0
2023-06-29 13:00,0.642,0.027,0,0
2023-06-29 14:00,0.455,0.034,0,0
2023-06-29 15:00,0.385,0.04,0,0
2023-06-29 16:00,0.406,0.033,0,0
2023-06-29 17:00,0.609,0.042,0,0
2023-06-29 18:00,0.922,0.022,0,0
2023-06-29 19:00,1.29,0.051,0,0
2023-06-29 20:00,1.574,0.084,0,0
2023-06-29 21:00,1.735,0.069,0,0
2023-06-29 22:00,1.765,0.066,0,0
2023-06-29 23:00,1.578,0.05,0,0
2023-06-30 00:00,1.338,0.031,0,0
2023-06-30 01:00,1.0,0.037,0,0
2023-06-30 02:00,0.709,0.048,0,0
2023-06-30 03:00,0.481,0.023,0,0
2023-06-30 04:00,0.331,0.02,0,0
2023-06-30 05:00,0.375,0.019,0,0
2023-06-30 06:00,0.615,0.008,0,0
2023-06-30 07:00,0.905,0.016,0,0
2023-06-30 08:00,1.223,0.015,0,0
2023-06-30 09:00,1.34,0.015,0,0
2023-06-30 10:00,1.393,0.015,0,0
2023-06-30 11:00,1.328,0.032,0,0
2023-06-30 12:00,1.173,0.033,0,0
2023-06-30 13:00,0.902,0.066,0,0
2023-06-30 14:00,0.642,0.045,0,0
2023-06-30 15:00,0.444,0.042,0,0
2023-06-30 16:00,0.332,0.027,0,0
2023-06-30 17:00,0.321,0.04,0,0
2023-06-30 18:00,0.575,0.026,0,0
2023-06-30 19:00,0.974,0.04,0,0
2023-06-30 20:00,1.41,0.053,0,0
2023-06-30 21:00,1.704,0.058,0,0
2023-06-30 22:00,1.82,0.121,0,0
2023-06-30 23:00,1.791,0.066,0,0
2023-07-01 00:00,1.62,0.084,0,0
2023-07-01 01:00,1.321,0.059,0,0
2023-07-01 02:00,0.92,0.035,0,0
2023-07-01 03:00,0.587,0.019,0,0
2023-07-01 04:00,0.353,0.037,0,0
2023-07-01 05:00,0.22,0.016,0,0
2023-07-01 06:00,0.282,0.025,0,0
2023-07-01 07:00,0.545,0.021,0,0
2023-07-01 08:00,0.877,0.016,0,0
2023-07-01 09:00,1.201,0.022,0,0
2023-07-01 10:00,1.383,0.015,0,0
2023-07-01 11:00,1.497,0.017,0,0
2023-07-01 12:00,1.398,0.026,0,0
2023-07-01 13:00,1.158,0.034,0,0
2023-07-01 14:00,0.837,0.037,0,0
2023-07-01 15:00,0.567,0.03,0,0
2023-07-01 16:00,0.37,0.038,0,0
2023-07-01 17:00,0.247,0.04,0,0
2023-07-01 18:00,0.285,0.028,0,0
2023-07-01 19:00,0.616,0.037,0,0
2023-07-01 20:00,1.094,0.036,0,0
2023-07-01 21:00,1.535,0.044,0,0
2023-07-01 22:00,1.79,0.058,0,0
2023-07-01 23:00,1.893,0.073,0,0
2023-07-02 00:00,1.857,0.061,0,0
2023-07-02 01:00,1.647,0.072,0,0
2023-07-02 02:00,1.311,0.04,0,0
2023-07-02 03:00,0.882,0.022,0,0
2023-07-02 04:00,0.552,0.012,0,0
2023-07-02 05:00,0.286,0.017,0,0
2023-07-02 06:00,0.153,0.013,0,0
2023-07-02 07:00,0.279,0.015,0,0
2023-07-02 08:00,0.622,0.028,0,0
2023-07-02 09:00,0.98,0.024,0,0
2023-07-02 10:00,1.325,0.017,0,0
2023-07-02 11:00,1.558,0.021,0,0
2023-07-02 12:00,1.675,0.027,0,0
2023-07-02 13:00,1.529,0.037,0,0
2023-07-02 14:00,1.21,0.062,0,0
2023-07-02 15:00,0.825,0.03,0,0
2023-07-02 16:00,0.537,0.033,0,0
2023-07-02 17:00,0.335,0.052,0,0
2023-07-02 18:00,0.232,0.031,0,0
2023-07-02 19:00,0.338,0.024,0,0
2023-07-02 20:00,0.744,0.026,0,0
2023-07-02 21:00,1.262,0.051,0,0
2023-07-02 22:00,1.676,0.049,0,0
2023-07-02 23:00,1.895,0.053,0,0
2023-07-03 00:00,2.008,0.084,0,0
2023-07-03 01:00,1.987,0.102,0,0
2023-07-03 02:00,1.697,0.032,0,0
2023-07-03 03:00,1.289,0.053,0,0
2023-07-03 04:00,0.837,0.017,0,0
2023-07-03 05:00,0.505,0.02,0,0
2023-07-03 06:00,0.238,0.034,0,0
2023-07-03 07:00,0.08,0.016,0,0
2023-07-03 08:00,0.223,0.035,0,0
2023-07-03 09:00,0.61,0.03,0,0
2023-07-03 10:00,1.02,0.018,0,0
2023-07-03 11:00,1.385,0.024,0,0
2023-07-03 12:00,1.627,0.039,0,0
2023-07-03 13:00,1.668,0.043,0,0
2023-07-03 14:00,1.494,0.033,0,0
2023-07-03 15:00,1.151,0.042,0,0
2023-07-03 16:00,0.787,0.036,0,0
2023-07-03 17:00,0.506,0.038,0,0
2023-07-03 18:00,0.282,0.04,0,0
2023-07-03 19:00,0.171,0.036,0,0
2023-07-03 20:00,0.319,0.037,0,0
2023-07-03 21:00,0.806,0.035,0,0
2023-07-03 22:00,1.331,0.042,0,0
2023-07-03 23:00,1.722,0.078,0,0
2023-07-04 00:00,1.935,0.056,0,0
2023-07-04 01:00,2.053,0.06,0,0
2023-07-04 02:00,1.994,0.062,0,0
2023-07-04 03:00,1.678,0.029,0,0
2023-07-04 04:00,1.234,0.03,0,0
2023-07-04 05:00,0.761,0.029,0,0
2023-07-04 06:00,0.394,0.012,0,0
2023-07-04 07:00,0.162,0.015,0,0
2023-07-04 08:00,0.024,0.01,0,0
2023-07-04 09:00,0.227,0.011,0,0
2023-07-04 10:00,0.676,0.015,0,0
2023-07-04 11:00,1.142,0.024,0,0
2023-07-04 12:00,1.454,0.045,0,0
2023-07-04 13:00,1.676,0.041,0,0
2023-07-04 14:00,1.712,0.038,0,0
2023-07-04 15:00,1.497,0.047,0,0
2023-07-04 16:00,1.157,0.06,0,0
2023-07-04 17:00,0.756,0.036,0,0
2023-07-04 18:00,0.487,0.033,0,0
2023-07-04 19:00,0.269,0.031,0,0
2023-07-04 20:00,0.119,0.045,0,0
2023-07-04 21:00,0.292,0.057,0,0
2023-07-04 22:00,0.777,0.042,0,0
2023-07-04 23:00,1.351,0.027,0,0
2023-07-05 00:00,1.734,0.026,0,0
2023-07-05 01:00,1.918,0.039,0,0
2023-07-05 02:00,2.039,0.028,0,0
2023-07-05 03:00,1.94,0.052,0,0
2023-07-05 04:00,1.611,0.035,0,0
2023-07-05 05:00,1.159,0.027,0,0
2023-07-05 06:00,0.734,0.02,0,0
2023-07-05 07:00,0.37,0.027,0,0
2023-07-05 08:00,0.092,0.024,0,0
2023-07-05 09:00,-0.017,0.02,0,0
2023-07-05 10:00,0.229,0.015,0,0
2023-07-05 11:00,0.703,0.028,0,0
2023-07-05 12:00,1.202,0.04,0,0
2023-07-05 13:00,1.534,0.065,0,0
2023-07-05 14:00,1.714,0.044,0,0
2023-07-05 15:00,1.703,0.045,0,0
2023-07-05 16:00,1.483,0.038,0,0
2023-07-05 17:00,1.131,0.06,0,0
2023-07-05 18:00,0.744,0.03,0,0
2023-07-05 19:00,0.474,0.047,0,0
2023-07-05 20:00,0.251,0.046,0,0
2023-07-05 21:00,0.155,0.034,0,0
2023-07-05 22:00,0.32,0.058,0,0
2023-07-05 23:00,0.797,0.03,0,0
2023-07-06 00:00,1.35,0.03,0,0
2023-07-06 01:00,1.722,0.058,0,0
2023-07-06 02:00,1.951,0.055,0,0
2023-07-06 03:00,2.049,0.035,0,0
2023-07-06 04:00,1.899,0.019,0,0
2023-07-06 05:00,1.527,0.029,0,0
2023-07-06 06:00,1.031,0.025,0,0
2023-07-06 07:00,0.613,0.015,0,0
2023-07-06 08:00,0.313,0.03,0,0
2023-07-06 09:00,0.058,0.03,0,0
2023-07-06 10:00,0.01,0.027,0,0
2023-07-06 11:00,0.308,0.033,0,0
2023-07-06 12:00,0.742,0.03,0,0
2023-07-06 13:00,1.246,0.046,0,0
2023-07-06 14:00,1.582,0.055,0,0
2023-07-06 15:00,1.763,0.043,0,0
2023-07-06 16:00,1.747,0.034,0,0
2023-07-06 17:00,1.482,0.031,0,0
2023-07-06 18:00,1.1,0.04,0,0
2023-07-06 19:00,0.729,0.049,0,0
2023-07-06 20:00,0.476,0.047,0,0
2023-07-06 21:00,0.253,0.033,0,0
2023-07-06 22:00,0.173,0.048,0,0
2023-07-06 23:00,0.406,0.036,0,0
2023-07-07 00:00,0.904,0.023,0,0
2023-07-07 01:00,1.393,0.03,0,0
2023-07-07 02:00,1.683,0.046,0,0
2023-07-07 03:00,1.865,0.035,0,0
2023-07-07 04:00,1.956,0.02,0,0
2023-07-07 05:00,1.808,0.022,0,0
2023-07-07 06:00,1.456,0.033,0,0
2023-07-07 07:00,0.997,0.016,0,0
2023-07-07 08:00,0.606,0.014,0,0
2023-07-07 09:00,0.307,0.036,0,0
2023-07-07 10:00,0.074,0.022,0,0
2023-07-07 11:00,0.057,0.032,0,0
2023-07-07 12:00,0.391,0.029,0,0
2023-07-07 13:00,0.876,0.033,0,0
2023-07-07 14:00,1.342,0.039,0,0
2023-07-07 15:00,1.644,0.036,0,0
2023-07-07 16:00,1.818,0.061,0,0
2023-07-07 17:00,1.773,0.053,0,0
2023-07-07 18:00,1.496,0.041,0,0
2023-07-07 19:00,1.15,0.037,0,0
2023-07-07 20:00,0.825,0.035,0,0
2023-07-07 21:00,0.577,0.037,0,0
2023-07-07 22:00,0.339,0.056,0,0
2023-07-07 23:00,0.253,0.027,0,0
2023-07-08 00:00,0.48,0.024,0,0
2023-07-08 01:00,0.903,0.018,0,0
2023-07-08 02:00,1.365,0.042,0,0
2023-07-08 03:00,1.669,0.037,0,0
2023-07-08 04:00,1.826,0.028,0,0
2023-07-08 05:00,1.889,0.031,0,0
2023-07-08 06:00,1.705,0.013,0,0
2023-07-08 07:00,1.379,0.019,0,0
2023-07-08 08:00,0.916,0.014,0,0
2023-07-08 09:00,0.569,0.011,0,0
2023-07-08 10:00,0.291,0.026,0,0
2023-07-08 11:00,0.106,0.025,0,0
2023-07-08 12:00,0.176,0.033,0,0
2023-07-08 13:00,0.534,0.025,0,0
2023-07-08 14:00,0.999,0.032,0,0
2023-07-08 15:00,1.395,0.053,0,0
2023-07-08 16:00,1.653,0.029,0,0
2023-07-08 17:00,1.786,0.049,0,0
2023-07-08 18:00,1.753,0.068,0,0
2023-07-08 19:00,1.509,0.042,0,0
2023-07-08 20:00,1.205,0.042,0,0
2023-07-08 21:00,0.859,0.053,0,0
2023-07-08 22:00,0.602,0.039,0,0
2023-07-08 23:00,0.375,0.037,0,0
2023-07-09 00:00,0.344,0.027,0,0
2023-07-09 01:00,0.565,0.022,0,0
2023-07-09 02:00,0.967,0.03,0,0
2023-07-09 03:00,1.356,0.054,0,0
2023-07-09 04:00,1.6,0.014,0,0
2023-07-09 05:00,1.756,0.017,0,0
2023-07-09 06:00,1.795,0.012,0,0
2023-07-09 07:00,1.601,0.015,0,0
2023-07-09 08:00,1.281,0.013,0,0
2023-07-09 09:00,0.889,0.008,0,0
2023-07-09 10:00,0.561,0.01,0,0
2023-07-09 11:00,0.351,0.014,0,0
2023-07-09 12:00,0.207,0.023,0,0
2023-07-09 13:00,0.303,0.031,0,0
2023-07-09 14:00,0.661,0.025,0,0
2023-07-09 15:00,1.074,0.029,0,0
2023-07-09 16:00,1.473,0.029,0,0
2023-07-09 17:00,1.722,0.085,0,0
2023-07-09 18:00,1.866,0.069,0,0
2023-07-09 19:00,1.819,0.071,0,0
2023-07-09 20:00,1.565,0.049,0,0
2023-07-09 21:00,1.267,0.043,0,0
2023-07-09 22:00,0.949,0.038,0,0
2023-07-09 23:00,0.718,0.027,0,0
2023-07-10 00:00,0.505,0.059,0,0
2023-07-10 01:00,0.437,0.027,0,0
2023-07-10 02:00,0.665,0.024,0,0
2023-07-10 03:00,1.05,0.017,0,0
2023-07-10 04:00,1.44,0.021,0,0
2023-07-10 05:00,1.64,0.024,0,0
2023-07-10 06:00,1.775,0.03,0,0
2023-07-10 07:00,1.803,0.027,0,0
2023-07-10 08:00,1.593,0.012,0,0
2023-07-10 09:00,1.263,0.01,0,0
2023-07-10 10:00,0.892,0.029,0,0
2023-07-10 11:00,0.613,0.028,0,0
2023-07-10 12:00,0.442,0.029,0,0
2023-07-10 13:00,0.353,0.034,0,0
2023-07-10 14:00,0.456,0.033,0,0
2023-07-10 15:00,0.802,0.021,0,0
2023-07-10 16:00,1.181,0.031,0,0
2023-07-10 17:00,1.51,0.047,0,0
2023-07-10 18:00,1.698,0.041,0,0
2023-07-10 19:00,1.804,0.038,0,0
2023-07-10 20:00,1.782,0.089,0,0
2023-07-10 21:00,1.576,0.07,0,0
2023-07-10 22:00,1.292,0.033,0,0
2023-07-10 23:00,1.009,0.044,0,0
2023-07-11 00:00,0.712,0.021,0,0
2023-07-11 01:00,0.517,0.025,0,0
2023-07-11 02:00,0.424,0.023,0,0
2023-07-11 03:00,0.623,0.014,0,0
2023-07-11 04:00,0.899,0.025,0,0
2023-07-11 05:00,1.237,0.012,0,0
2023-07-11 06:00,1.444,0.015,0,0
2023-07-11 07:00,1.559,0.022,0,0
2023-07-11 08:00,1.552,0.012,0,0
2023-07-11 09:00,1.383,0.009,0,0
2023-07-11 10:00,1.141,0.016,0,0
2023-07-11 11:00,0.82,0.03,0,0
2023-07-11 12:00,0.57,0.045,0,0
2023-07-11 13:00,0.391,0.055,0,0
2023-07-11 14:00,0.301,0.069,0,0
2023-07-11 15:00,0.435,0.033,0,0
2023-07-11 16:00,0.775,0.021,0,0
2023-07-11 17:00,1.176,0.034,0,0
2023-07-11 18:00,1.478,0.047,0,0
2023-07-11 19:00,1.687,0.043,0,0
2023-07-11 20:00,1.804,0.108,0,0
2023-07-11 21:00,1.729,0.063,0,0
2023-07-11 22:00,1.479,0.049,0,0
2023-07-11 23:00,1.189,0.054,0,0
2023-07-12 00:00,0.905,0.032,0,0
2023-07-12 01:00,0.685,0.026,0,0
2023-07-12 02:00,0.489,0.049,0,0
2023-07-12 03:00,0.401,0.012,0,0
2023-07-12 04:00,0.547,0.014,0,0
2023-07-12 05:00,0.806,0.016,0,0
2023-07-12 06:00,1.115,0.017,0,0
2023-07-12 07:00,1.344,0.015,0,0
2023-07-12 08:00,1.468,0.019,0,0
2023-07-12 09:00,1.461,0.017,0,0
2023-07-12 10:00,1.306,0.019,0,0
2023-07-12 11:00,1.085,0.036,0,0
2023-07-12 12:00,0.778,0.039,0,0
2023-07-12 13:00,0.535,0.047,0,0
2023-07-12 14:00,0.359,0.029,0,0
2023-07-12 15:00,0.321,0.041,0,0
2023-07-12 16:00,0.487,0.034,0,0
2023-07-12 17:00,0.844,0.029,0,0
2023-07-12 18:00,1.219,0.055,0,0
2023-07-12 19:00,1.508,0.034,0,0
2023-07-12 20:00,1.701,0.051,0,0
2023-07-12 21:00,1.77,0.077,0,0
2023-07-12 22:00,1.7,0.073,0,0
2023-07-12 23:00,1.491,0.047,0,0
2023-07-13 00:00,1.19,0.04,0,0
2023-07-13 01:00,0.863,0.039,0,0
2023-07-13 02:00,0.632,0.031,0,0
2023-07-13 03:00,0.448,0.037,0,0
2023-07-13 04:00,0.383,0.011,0,0
2023-07-13 05:00,0.561,0.028,0,0
2023-07-13 06:00,0.806,0.012,0,0
2023-07-13 07:00,1.117,0.01,0,0
2023-07-13 08:00,1.342,0.015,0,0
2023-07-13 09:00,1.462,0.028,0,0
2023-07-13 10:00,1.468,0.023,0,0
2023-07-13 11:00,1.314,0.053,0,0
2023-07-13 12:00,1.076,0.046,0,0
2023-07-13 13:00,0.793,0.051,0,0
2023-07-13 14:00,0.612,0.044,0,0
2023-07-13 15:00,0.469,0.03,0,0
2023-07-13 16:00,0.483,0.025,0,0
2023-07-13 17:00,0.643,0.027,0,0
2023-07-13 18:00,0.973,0.028,0,0
2023-07-13 19:00,1.361,0.025,0,0
2023-07-13 20:00,1.681,0.064,0,0
2023-07-13 21:00,1.812,0.071,0,0
2023-07-13 22:00,1.854,0.092,0,0
2023-07-13 23:00,1.743,0.071,0,0
2023-07-14 00:00,1.526,0.049,0,0
2023-07-14 01:00,1.227,0.034,0,0
2023-07-14 02:00,0.913,0.04,0,0
2023-07-14 03:00,0.656,0.028,0,0
2023-07-14 04:00,0.469,0.03,0,0
2023-07-14 05:00,0.423,0.016,0,0
2023-07-14 06:00,0.585,0.021,0,0
2023-07-14 07:00,0.827,0.014,0,0
2023-07-14 08:00,1.115,0.017,0,0
2023-07-14 09:00,1.322,0.021,0,0
2023-07-14 10:00,1.435,0.022,0,0
2023-07-14 11:00,1.438,0.036,0,0
2023-07-14 12:00,1.294,0.031,0,0
2023-07-14 13:00,1.109,0.042,0,0
2023-07-14 14:00,0.857,0.062,0,0
2023-07-14 15:00,0.652,0.047,0,0
2023-07-14 16:00,0.453,0.031,0,0
2023-07-14 17:00,0.465,0.037,0,0
2023-07-14 18:00,0.655,0.024,0,0
2023-07-14 19:00,0.996,0.037,0,0
2023-07-14 20:00,1.412,0.05,0,0
2023-07-14 21:00,1.664,0.058,0,0
2023-07-14 22:00,1.759,0.072,0,0
2023-07-14 23:00,1.772,0.075,0,0
2023-07-15 00:00,1.687,0.043,0,0
2023-07-15 01:00,1.459,0.03,0,0
2023-07-15 02:00,1.148,0.038,0,0
2023-07-15 03:00,0.852,0.024,0,0
2023-07-15 04:00,0.573,0.011,0,0
2023-07-15 05:00,0.396,0.011,0,0
2023-07-15 06:00,0.362,0.013,0,0
2023-07-15 07:00,0.547,0.013,0,0
2023-07-15 08:00,0.837,0.013,0,0
2023-07-15 09:00,1.126,0.014,0,0
2023-07-15 10:00,1.36,0.024,0,0
2023-07-15 11:00,1.454,0.021,0,0
2023-07-15 12:00,1.475,0.044,0,0
2023-07-15 13:00,1.297,0.046,0,0
2023-07-15 14:00,1.037,0.049,0,0
2023-07-15 15:00,0.752,0.074,0,0
2023-07-15 16:00,0.573,0.069,0,0
2023-07-15 17:00,0.463,0.041,0,0
2023-07-15 18:00,0.476,0.03,0,0
2023-07-15 19:00,0.679,0.038,0,0
2023-07-15 20:00,1.045,0.042,0,0
2023-07-15 21:00,1.433,0.066,0,0
2023-07-15 22:00,1.703,0.056,0,0
2023-07-15 23:00,1.79,0.096,0,0
2023-07-16 00:00,1.808,0.088,0,0
2023-07-16 01:00,1.66,0.094,0,0
2023-07-16 02:00,1.398,0.082,0,0
2023-07-16 03:00,1.037,0.071,0,0
2023-07-16 04:00,0.737,0.015,0,0
2023-07-16 05:00,0.523,0.013,0,0
2023-07-16 06:00,0.382,0.015,0,0
2023-07-16 07:00,0.394,0.014,0,0
2023-07-16 08:00,0.662,0.015,0,0
2023-07-16 09:00,0.952,0.019,0,0
2023-07-16 10:00,1.23,0.022,0,0
2023-07-16 11:00,1.444,0.015,0,0
2023-07-16 12:00,1.578,0.032,0,0
2023-07-16 13:00,1.542,0.061,0,0
2023-07-16 14:00,1.33,0.042,0,0
2023-07-16 15:00,1.037,0.033,0,0
2023-07-16 16:00,0.748,0.044,0,0
2023-07-16 17:00,0.575,0.034,0,0
2023-07-16 18:00,0.453,0.031,0,0
2023-07-16 19:00,0.498,0.041,0,0
2023-07-16 20:00,0.804,0.033,0,0
2023-07-16 21:00,1.166,0.053,0,0
2023-07-16 22:00,1.501,0.06,0,0
2023-07-16 23:00,1.652,0.037,0,0
2023-07-17 00:00,1.742,0.04,0,0
2023-07-17 01:00,1.813,0.057,0,0
2023-07-17 02:00,1.595,0.032,0,0
2023-07-17 03:00,1.366,0.03,0,0
2023-07-17 04:00,0.996,0.025,0,0
2023-07-17 05:00,0.708,0.024,0,0
2023-07-17 06:00,0.417,0.019,0,0
2023-07-17 07:00,0.296,0.016,0,0
2023-07-17 08:00,0.313,0.018,0,0
2023-07-17 09:00,0.648,0.027,0,0
2023-07-17 10:00,0.963,0.021,0,0
2023-07-17 11:00,1.307,0.035,0,0
2023-07-17 12:00,1.441,0.038,0,0
2023-07-17 13:00,1.468,0.046,0,0
2023-07-17 14:00,1.379,0.031,0,0
2023-07-17 15:00,1.191,0.033,0,0
2023-07-17 16:00,0.913,0.026,0,0
2023-07-17 17:00,0.674,0.03,0,0
2023-07-17 18:00,0.538,0.041,0,0
2023-07-17 19:00,0.407,0.038,0,0
2023-07-17 20:00,0.505,0.039,0,0
2023-07-17 21:00,0.812,0.065,0,0
2023-07-17 22:00,1.272,0.052,0,0
2023-07-17 23:00,1.648,0.052,0,0
2023-07-18 00:00,1.799,0.071,0,0
2023-07-18 01:00,1.75,0.032,0,0
2023-07-18 02:00,1.651,0.036,0,0
2023-07-18 03:00,1.455,0.019,0,0
2023-07-18 04:00,1.161,0.01,0,0
2023-07-18 05:00,0.813,0.012,0,0
2023-07-18 06:00,0.535,0.012,0,0
2023-07-18 07:00,0.327,0.012,0,0
2023-07-18 08:00,0.263,0.007,0,0
2023-07-18 09:00,0.443,0.015,0,0
2023-07-18 10:00,0.759,0.019,0,0
2023-07-18 11:00,1.11,0.04,0,0
2023-07-18 12:00,1.348,0.035,0,0
2023-07-18 13:00,1.488,0.063,0,0
2023-07-18 14:00,1.513,0.043,0,0
2023-07-18 15:00,1.412,0.048,0,0
2023-07-18 16:00,1.161,0.044,0,0
2023-07-18 17:00,0.857,0.05,0,0
2023-07-18 18:00,0.608,0.044,0,0
2023-07-18 19:00,0.477,0.044,0,0
2023-07-18 20:00,0.468,0.038,0,0
2023-07-18 21:00,0.64,0.04,0,0
2023-07-18 22:00,0.981,0.053,0,0
2023-07-18 23:00,1.407,0.042,0,0
2023-07-19 00:00,1.675,0.047,0,0
2023-07-19 01:00,1.759,0.047,0,0
2023-07-19 02:00,1.756,0.067,0,0
2023-07-19 03:00,1.588,0.035,0,0
2023-07-19 04:00,1.349,0.026,0,0
2023-07-19 05:00,1.006,0.031,0,0
2023-07-19 06:00,0.69,0.027,0,0
2023-07-19 07:00,0.442,0.021,0,0
2023-07-19 08:00,0.269,0.014,0,0
2023-07-19 09:00,0.284,0.013,0,0
2023-07-19 10:00,0.552,0.012,0,0
2023-07-19 11:00,0.846,0.037,0,0
2023-07-19 12:00,1.167,0.049,0,0
2023-07-19 13:00,1.367,0.032,0,0
2023-07-19 14:00,1.465,0.047,0,0
2023-07-19 15:00,1.457,0.046,0,0
2023-07-19 16:00,1.295,0.04,0,0
2023-07-19 17:00,1.01,0.048,0,0
2023-07-19 18:00,0.7,0.035,0,0
2023-07-19 19:00,0.51,0.053,0,0
2023-07-19 20:00,0.379,0.03,0,0
2023-07-19 21:00,0.533,0.038,0,0
2023-07-19 22:00,0.799,0.037,0,0
2023-07-19 23:00,1.133,0.035,0,0
2023-07-20 00:00,1.388,0.05,0,0
2023-07-20 01:00,1.586,0.04,0,0
2023-07-20 02:00,1.668,0.049,0,0
2023-07-20 03:00,1.673,0.029,0,0
2023-07-20 04:00,1.457,0.016,0,0
2023-07-20 05:00,1.186,0.007,0,0
2023-07-20 06:00,0.808,0.01,0,0
2023-07-20 07:00,0.568,0.016,0,0
2023-07-20 08:00,0.365,0.013,0,0
2023-07-20 09:00,0.276,0.023,0,0
2023-07-20 10:00,0.395,0.013,0,0
2023-07-20 11:00,0.697,0.034,0,0
2023-07-20 12:00,1.013,0.031,0,0
2023-07-20 13:00,1.301,0.062,0,0
2023-07-20 14:00,1.45,0.067,0,0
2023-07-20 15:00,1.477,0.037,0,0
2023-07-20 16:00,1.393,0.028,0,0
2023-07-20 17:00,1.188,0.047,0,0
2023-07-20 18:00,0.909,0.046,0,0
2023-07-20 19:00,0.687,0.046,0,0
2023-07-20 20:00,0.555,0.04,0,0
2023-07-20 21:00,0.473,0.037,0,0
2023-07-20 22:00,0.566,0.053,0,0
2023-07-20 23:00,0.864,0.05,0,0
2023-07-21 00:00,1.27,0.036,0,0
2023-07-21 01:00,1.573,0.06,0,0
2023-07-21 02:00,1.706,0.041,0,0
2023-07-21 03:00,1.702,0.028,0,0
2023-07-21 04:00,1.596,0.011,0,0
2023-07-21 05:00,1.373,0.005,0,0
2023-07-21 06:00,1.071,0.01,0,0
2023-07-21 07:00,0.751,0.007,0,0
2023-07-21 08:00,0.551,0.02,0,0
2023-07-21 09:00,0.404,0.011,0,0
2023-07-21 10:00,0.396,0.014,0,0
2023-07-21 11:00,0.598,0.044,0,0
2023-07-21 12:00,0.88,0.03,0,0
2023-07-21 13:00,1.211,0.044,0,0
2023-07-21 14:00,1.452,0.067,0,0
2023-07-21 15:00,1.571,0.054,0,0
2023-07-21 16:00,1.604,0.037,0,0
2023-07-21 17:00,1.446,0.036,0,0
2023-07-21 18:00,1.189,0.048,0,0
2023-07-21 19:00,0.93,0.059,0,0
2023-07-21 20:00,0.747,0.038,0,0
2023-07-21 21:00,0.558,0.044,0,0
2023-07-21 22:00,0.498,0.055,0,0
2023-07-21 23:00,0.693,0.034,0,0
2023-07-22 00:00,1.05,0.033,0,0
2023-07-22 01:00,1.441,0.04,0,0
2023-07-22 02:00,1.617,0.065,0,0
2023-07-22 03:00,1.648,0.03,0,0
2023-07-22 04:00,1.574,0.021,0,0
2023-07-22 05:00,1.477,0.028,0,0
2023-07-22 06:00,1.261,0.022,0,0
2023-07-22 07:00,0.972,0.031,0,0
2023-07-22 08:00,0.651,0.022,0,0
2023-07-22 09:00,0.436,0.027,0,0
2023-07-22 10:00,0.317,0.02,0,0
2023-07-22 11:00,0.421,0.028,0,0
2023-07-22 12:00,0.688,0.032,0,0
2023-07-22 13:00,0.989,0.024,0,0
2023-07-22 14:00,1.278,0.031,0,0
2023-07-22 15:00,1.461,0.034,0,0
2023-07-22 16:00,1.599,0.046,0,0
2023-07-22 17:00,1.557,0.042,0,0
2023-07-22 18:00,1.342,0.035,0,0
2023-07-22 19:00,1.088,0.042,0,0
2023-07-22 20:00,0.814,0.047,0,0
2023-07-22 21:00,0.648,0.044,0,0
2023-07-22 22:00,0.526,0.043,0,0
2023-07-22 23:00,0.564,0.043,0,0
2023-07-23 00:00,0.826,0.046,0,0
2023-07-23 01:00,1.157,0.033,0,0
2023-07-23 02:00,1.464,0.029,0,0
2023-07-23 03:00,1.593,0.017,0,0
2023-07-23 04:00,1.578,0.022,0,0
2023-07-23 05:00,1.477,0.019,0,0
2023-07-23 06:00,1.322,0.034,0,0
2023-07-23 07:00,1.116,0.03,0,0
2023-07-23 08:00,0.818,0.034,0,0
2023-07-23 09:00,0.588,0.019,0,0
2023-07-23 10:00,0.393,0.02,0,0
2023-07-23 11:00,0.343,0.015,0,0
